id,organisation_name,channel_name,address,block_number,street_name,building_name,postcode,latitude,longitude,operating_hours,contact,website,categories_accepted,type,remarks,channel_of_reuse,
45,ALBA E-waste Smart Recycling Pte Ltd,Giant @ 525 Ang Mo Kio Ave 10,"525 Ang Mo Kio Ave 10, #01-2401, Singapore 560525",525,Ang Mo Kio Ave 10,"525 Ang Mo Kio Ave 10, #01-2401",560525,1.37264569640251,103.853890703815,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
46,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ 233 Ang Mo Kio,"233 Ang Mo Kio Ave 3, #01-1168 , Singapore 560233",233,Ang Mo Kio Ave 3,"233 Ang Mo Kio Ave 3, #01-1168",560233,1.36754924977907,103.836740628478,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
47,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ 122 Ang Mo Kio,"122 Ang Mo Kio Ave 3, #01-1753 , Singapore 560122",122,Ang Mo Kio Ave 3,"122 Ang Mo Kio Ave 3, #01-1753",560122,1.37018860668947,103.843413231524,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
48,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Ang Mo Kio Hub,"53 Ang Mo Kio Ave 3, Ang Mo Kio Hub, #B2-40, Cashier Exit Area, Singapore 569933",53,Ang Mo Kio Ave 3,"Ang Mo Kio Hub, #B2-40, Cashier Exit Area",569933,1.36923627630004,103.848722224473,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
49,ALBA E-waste Smart Recycling Pte Ltd,Giant @ 161 Ang Mo Kio Ave 4,"161 Ang Mo Kio Ave 4, #01-504, Singapore 560161",161,Ang Mo Kio Ave 4,"161 Ang Mo Kio Ave 4, #01-504",560161,1.37414021464950,103.839673303433,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
50,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 712 Ang Mo Kio,"712 Ang Mo Kio Ave 6,  712 Ang Mo Kio, #01-4056 , Singapore 560712",712,Ang Mo Kio Ave 6,"712 Ang Mo Kio Ave 6, #01-4056",560712,1.37140921089454,103.847082876036,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
51,ALBA E-waste Smart Recycling Pte Ltd,Courts @ Ang Mo Kio Ave 6,"730 Ang Mo Kio Ave 6, Store Rear Entrance, Singapore 560730",730,Ang Mo Kio Ave 6,Store Rear Entrance,560730,1.37343369272587,103.845765158194,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
52,ALBA E-waste Smart Recycling Pte Ltd,Cash Converters @ 710A Ang Mo Kio Ave 8,"710A Ang Mo Kio Ave 8, Ground Floor - Buyer's Office, Singapore 561710",710A,Ang Mo Kio Ave 8,Ground Floor - Buyer's Office,561710,1.37062493513786,103.848045714146,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
53,ALBA E-waste Smart Recycling Pte Ltd,Ang Mo Kio CC,"795 Ang Mo Kio Avenue 1, Main Lobby Entrance, Singapore 569976",795,Ang Mo Kio Avenue 1,"Ang Mo Kio CC, Main Lobby Entrance",569976,1.36686125527348,103.840685191461,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
54,ALBA E-waste Smart Recycling Pte Ltd,Teck Ghee CC,"861 Ang Mo Kio Avenue 10, Rear Entrance, Singapore 569734",861,Ang Mo Kio Avenue 10,"Teck Ghee CC, Rear Entrance",569734,1.36310601401718,103.853560487958,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
55,ALBA E-waste Smart Recycling Pte Ltd,Kebun Baru CC,"216 Ang Mo Kio Avenue 4, Ground Floor - Opposite Burger King, Singapore 569897",216,Ang Mo Kio Avenue 4,"Kebun Baru CC, Ground Floor - Opposite Burger King",569897,1.37300750160253,103.837612421294,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
56,ALBA E-waste Smart Recycling Pte Ltd,Harvey Norman @ Djitsun Mall,"5 Ang Mo Kio Central 3, Djitsun Mall, #02-01/02, Beside Cashier Counter, Singapore 569663",5,Ang Mo Kio Central 3,"Djitsun Mall, #02-01/02, Beside Cashier Counter",569663,1.37286217975215,103.847644977493,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
57,ALBA E-waste Smart Recycling Pte Ltd,ITE College Central,"2 Ang Mo Kio Drive, Atrium Level, Singapore 567720",2,Ang Mo Kio Drive,"ITE College Central, Atrium Level",567720,1.37789204897273,103.856411982029,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
58,ALBA E-waste Smart Recycling Pte Ltd,Gain City @ Ang Mo Kio Industiral Park 2,"8 Ang Mo Kio Industrial Park 2, Main Entrance, Singapore 569500",8,Ang Mo Kio Industrial Park 2,"Ang Mo Kio Industiral Park 2, Main Entrance",569500,1.37167717427915,103.864646493548,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),"Too many locations, propose to just put a link for the static table. Can add in all locations when the search engine is up."
59,ALBA E-waste Smart Recycling Pte Ltd,Food Canopy Coffee Shop,"260 Ang Mo Kio Street 21, #01-06, Singapore 560260",260,Ang Mo Kio Street 21,"260 Ang Mo Kio Street 21, #01-06",560260,1.36891617080101,103.834499516963,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),"Too many locations, propose to just put a link for the static table. Can add in all locations when the search engine is up."
60,ALBA E-waste Smart Recycling Pte Ltd,Yio Chu Kang CC,"50 Ang Mo Kio Street 61, Main Lobby, Singapore 569163",50,Ang Mo Kio Street 61,"Yio Chu Kang CC, Main Lobby",569163,1.38132578567055,103.841450468671,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
61,ALBA E-waste Smart Recycling Pte Ltd,International Plaza,"10 Anson Road, International Plaza, #036-05, Level 2 Green Corner, Singapore 79903",10,Anson Road,"International Plaza, #036-05, Level 2 Green Corner",79903,1.38798969311368,103.877565501929,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
62,ALBA E-waste Smart Recycling Pte Ltd,Lightpro @ 341 Balestier Road,"341 Balestier Road, #01-02, Singapore 329773",341,Balestier Road,"341 Balestier Road, #01-02",329773,1.32417258486850,103.851208721132,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
63,ALBA E-waste Smart Recycling Pte Ltd,Giant @ 256 Bangkit Road,"256 Bangkit Road, #01-69, Singapore 670256",256,Bangkit Road,"256 Bangkit Road, #01-69",670256,1.37904775889844,103.773004042544,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
64,ALBA E-waste Smart Recycling Pte Ltd,Cold Storage @ The Shoppes At Marina Bay Sands,"2 Bayfront Avenue, #01-29, Singapore 18972",2,Bayfront Avenue,"2 Bayfront Avenue, #01-29",18972,1.29884087949252,103.859351024222,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
65,ALBA E-waste Smart Recycling Pte Ltd,Apple @ MBS,"2 Bayfront Avenue, Marina Bay Sands, B2-06, Singapore 18972",2,Bayfront Avenue,"Marina Bay Sands, B2-06",18972,1.29884087949252,103.859351024222,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
66,ALBA E-waste Smart Recycling Pte Ltd,Kampong Glam CC,"385 Beach Road, Kampong Glam CC, Main Lobby, Singapore 199581",385,Beach Road,"Kampong Glam CC, Main Lobby",199581,1.30279522711532,103.863597851803,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
67,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ 115 Bedok North,"115 Bedok North Road, #01-319, Singapore 460115",115,Bedok North Road,"115 Bedok North Road, #01-319",460115,1.33143368026417,103.936865404278,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
68,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ 539A Bedok North,"539A Bedok North St 3, #01-477, Singapore 461539",539A,Bedok North St 3,"539A Bedok North St 3, #01-477",461539,1.33240230571086,103.925500595677,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
69,ALBA E-waste Smart Recycling Pte Ltd,Heartbeat @ Bedok (Kampong Chai Chee CC),"11 Bedok North Street 1, Main Atrium, Singapore 469662",11,Bedok North Street 1,"Bedok (Kampong Chai Chee CC), Main Atrium",469662,1.32662388643563,103.931806159881,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
70,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 212 Bedok Nth St,"212 Bedok Nth St 1, #01-147, Singapore 460212",212,Bedok Nth St 1,"212 Bedok Nth St 1, #01-147",460212,1.32591841541763,103.931686958494,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
71,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 745 Bedok Resevoir Rd,"745 Bedok Reservoir Rd, #01-3015, Singapore 470745",745,Bedok Reservoir Rd,"745 Bedok Reservoir Rd, #01-3015",470745,1.33741910491466,103.921782969068,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
72,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ 739A Bedok Reservoir,"739A Bedok Reservoir Rd, #01-01, Singapore 471739",739A,Bedok Reservoir Rd,"739A Bedok Reservoir Rd, #01-01",471739,1.33824203227296,103.923303932165,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
73,ALBA E-waste Smart Recycling Pte Ltd,Eunos CC,"180 Bedok Reservoir Road, Main Entrance, Singapore 479220",180,Bedok Reservoir Road,"Eunos CC, Main Entrance",479220,1.33262678312198,103.915230025095,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
