postcode,block_number,latitude,longitude
542301,301,1.38931,103.8911
542320,320,1.39125,103.89081
543322,322,1.39189,103.89209
543301,301,1.38852,103.89108
560244,244,1.36728,103.83463
544313,313,1.39215,103.88756
540317,317,1.39376,103.88872
541315,315,1.39194,103.88902
544309,309,1.39081,103.8855
542310,310,1.3909,103.88468
541309,309,1.3917,103.88614
460168,168,1.32004,103.94457
460167,167,1.31964,103.94497
460156,156,1.31829,103.94548
460068,68,1.31875,103.94336
460067,67,1.31897,103.94408
460159,159,1.31905,103.94562
460155,155,1.31857,103.94608
460157,157,1.31874,103.94572
321022,22,1.3252,103.86245
570212,212,1.35627,103.84825
570213,213,1.35718,103.84815
570214,214,1.35751,103.8483
570220,220,1.35748,103.84884
570221,221,1.35787,103.84892
570222,222,1.35804,103.84821
570223,223,1.35846,103.84825
460162,162,1.31967,103.94605
460170,170,1.32072,103.94611
460165,165,1.32031,103.94609
460163,163,1.31973,103.94663
460058,58,1.32592,103.91976
460056,56,1.32635,103.92006
460057,57,1.32593,103.92031
460055,55,1.32685,103.91902
460062,62,1.32542,103.92125
190010,10,1.30555,103.86356
530169,169,1.3516,103.88985
542207,207,1.38531,103.89787
543207,207,1.38496,103.89823
541205,205,1.38604,103.89697
542206,206,1.38744,103.89693
547207,207,1.38431,103.89763
150126,126,1.28513,103.803
150124,124,1.28582,103.80353
531984,984,1.38198,103.88122
533984,984,1.3824,103.88139
537984,984,1.38237,103.88095
532984,984,1.3821,103.88061
160109,109,1.27943,103.82609
650297,297,1.34504,103.74739
650298,298,1.3448,103.74714
544320,320,1.39095,103.89182
164006,6,1.28684,103.83135
751469,469,1.44992,103.81367
751467,467,1.45201,103.81393
120417,417,1.31023,103.7709
120416,416,1.31034,103.77136
120424,424,1.30954,103.7705
120418,418,1.31018,103.77
731693,693,1.43878,103.80371
731694,694,1.43905,103.8044
732694,694,1.43914,103.80498
733694,694,1.43882,103.80571
821223,223,1.40126,103.89284
822683,683,1.4047,103.91499
821683,683,1.40426,103.91537
823683,683,1.40407,103.91465
320023,23,1.32499,103.86305
321020,20,1.32474,103.86286
321021,21,1.32479,103.86219
320019,19,1.32445,103.86261
310058,58,1.33675,103.85052
310116,116,1.34047,103.84614
310122,122,1.33981,103.84628
310117,117,1.34002,103.84541
310118,118,1.33956,103.84489
310119,119,1.33911,103.84469
310120,120,1.33914,103.84556
570289,289,1.35666,103.84493
570293,293,1.35628,103.84589
570292,292,1.35602,103.84567
570290,290,1.35614,103.8449
680207,207,1.3811,103.74769
460063,63,1.32607,103.92145
461019,19,1.32723,103.92222
461002,2,1.32681,103.92278
470714,714,1.33703,103.92328
470711,711,1.33597,103.92369
470710,710,1.33557,103.92382
470709,709,1.33542,103.92235
471748,748,1.33642,103.92099
650164,164,1.34772,103.74283
650141,141,1.35044,103.74321
650159,159,1.34858,103.74271
650161,161,1.34847,103.74205
650163,163,1.34815,103.74266
650151,151,1.34883,103.7442
650143,143,1.35038,103.74391
650162,162,1.34768,103.74189
611164,164,1.33019,103.72187
611165,165,1.33073,103.72191
823128,128,1.39255,103.91256
530171,171,1.35114,103.88917
530111,111,1.35499,103.88856
543275,275,1.38324,103.89396
542268,268,1.38446,103.89625
543269,269,1.38351,103.89637
541267,267,1.38295,103.89786
532986,986,1.38227,103.88013
531979,979,1.37948,103.87898
533981,981,1.38045,103.87958
533980,980,1.38003,103.88097
533979,979,1.37954,103.87995
531986,986,1.38192,103.8798
21066,661,1.30671,103.85013
820683,683,1.40415,103.91519
824684,684,1.40365,103.91409
823684,684,1.40349,103.91477
822128,128,1.39299,103.91288
140019,19,1.29238,103.8002
140133,133,1.29232,103.81461
140131,131,1.29234,103.81517
530101,101,1.35494,103.89136
530670,670,1.37303,103.88477
530418,418,1.37598,103.89543
530617,617,1.36953,103.88362
530623,623,1.37052,103.88232
530683,683,1.37332,103.88637
530678,678,1.37084,103.88424
530622,622,1.37006,103.88282
530417,417,1.37646,103.89486
680217,217,1.38336,103.74661
680211,211,1.38192,103.7479
680221,221,1.38223,103.74506
680355,355,1.38312,103.74377
680350,350,1.38353,103.74347
680220,220,1.38193,103.74558
680237,237,1.37945,103.74829
680238,238,1.37915,103.74821
680225,225,1.38109,103.74489
680352,352,1.38284,103.74316
824226,226,1.40308,103.89363
680682,682,1.40251,103.74529
543228,228,1.38773,103.90063
542228,228,1.38796,103.90137
541228,228,1.38746,103.90137
684687,687,1.40369,103.75158
650140,140,1.35077,103.74386
530521,521,1.3734,103.89097
530532,532,1.37607,103.89113
530426,426,1.37356,103.89307
530429,429,1.37543,103.89374
530522,522,1.37342,103.89186
530531,531,1.37576,103.89029
530520,520,1.3731,103.89006
530527,527,1.37476,103.89063
670408,408,1.38181,103.76886
670452,452,1.38552,103.77212
670404,404,1.38064,103.76755
670418,418,1.38432,103.76887
683688,688,1.40319,103.75099
682691,691,1.40163,103.75158
680672,672,1.40215,103.7475
460160,160,1.31926,103.9452
460169,169,1.32039,103.94509
460172,172,1.32067,103.94469
460171,171,1.3209,103.94543
460066,66,1.31849,103.94387
160036,36,1.2883,103.82718
160040,40,1.28906,103.8275
160038,38,1.28855,103.82729
160044,44,1.28881,103.8263
460014,14,1.32136,103.93619
460012,12,1.3211,103.9369
461010,10,1.32235,103.93618
463010,10,1.32177,103.93633
464010,10,1.32162,103.93704
465010,10,1.32222,103.937
310044,44,1.33657,103.85389
640498,498,1.34833,103.72431
640495,495,1.3497,103.72436
6404,475,1.3481,103.72509
6404,478,1.34735,103.72395
640456,456,1.35068,103.72002
640469,469,1.34849,103.72125
542275,275,1.38334,103.89452
160117,117,1.28171,103.82684
160115,115,1.28108,103.82649
160131,131,1.28019,103.82818
160145,145,1.27729,103.83052
160111,111,1.28032,103.82619
160136,136,1.27829,103.82754
160132,132,1.27874,103.8283
160110,110,1.27975,103.8267
160105,105,1.28063,103.82494
120431,431,1.31377,103.76254
120457,457,1.3118,103.76725
120454,454,1.31227,103.76643
120462,462,1.3111,103.7659
120459,459,1.31139,103.76709
120428,428,1.31251,103.76327
120432,432,1.31402,103.76274
120430,430,1.31329,103.76255
120304,304,1.32092,103.76486
120315,315,1.31847,103.76542
120109,109,1.32189,103.7706
120105,105,1.32271,103.76989
120106,106,1.32191,103.76982
120113,113,1.32368,103.77013
120111,111,1.32322,103.77113
460069,69,1.31935,103.94363
682683,683,1.40377,103.74626
683685,685,1.40349,103.74868
682685,685,1.40364,103.74818
680661,661,1.40083,103.75057
681689,689,1.40299,103.75032
681688,688,1.40396,103.75057
681787,787,1.39536,103.74814
681687,687,1.40451,103.75016
680785,785,1.39461,103.74791
680341,341,1.38436,103.74615
570224,224,1.35895,103.8477
650514,514,1.35447,103.75259
650504,504,1.35197,103.75498
650513,513,1.35405,103.75232
650512,512,1.35398,103.75278
650540,540,1.35441,103.75131
542322,322,1.39134,103.8919
544301,301,1.38841,103.8913
541320,320,1.39033,103.891
543320,320,1.39125,103.8913
541314,314,1.39096,103.88915
650223,223,1.34802,103.7534
651290,290,1.34441,103.75746
460424,424,1.32842,103.92748
460421,421,1.32826,103.92897
460422,422,1.32869,103.92889
460428,428,1.32954,103.92765
460427,427,1.32911,103.92773
460426,426,1.3298,103.92899
460425,425,1.32937,103.92907
460053,53,1.32846,103.91998
460052,52,1.3287,103.92095
651289,289,1.34387,103.76054
650373,373,1.35893,103.75039
650304,304,1.35747,103.74795
650375,375,1.35863,103.7501
650307,307,1.35817,103.74812
650372,372,1.35867,103.75121
650374,374,1.3581,103.75072
753354,354,1.45064,103.81825
560234,234,1.36718,103.83664
560230,230,1.36885,103.8379
560211,211,1.3692,103.84167
560204,204,1.36737,103.84392
560245,245,1.36769,103.83475
560102,102,1.37065,103.83941
560212,212,1.3688,103.84162
560209,209,1.36897,103.84328
460158,158,1.31874,103.94509
460072,72,1.32043,103.94365
460161,161,1.31947,103.94578
460166,166,1.32004,103.9452
460537,537,1.33177,103.92424
460536,536,1.33354,103.92319
460535,535,1.3327,103.92346
460533,533,1.33358,103.92422
460534,534,1.33304,103.92477
460532,532,1.33419,103.92539
460531,531,1.33313,103.92615
460529,529,1.33427,103.92654
460102,102,1.33391,103.93746
460106,106,1.33446,103.93709
460101,101,1.33448,103.93792
460100,100,1.33436,103.93903
650523,523,1.3567,103.75231
650509,509,1.35255,103.75419
650525,525,1.35711,103.7522
650508,508,1.35256,103.75443
650510,510,1.35275,103.75482
560537,537,1.3752,103.85306
560539,539,1.37537,103.85426
543319,319,1.39089,103.89063
541321,321,1.39001,103.89203
543321,321,1.39059,103.89162
570104,104,1.34568,103.84803
570105,105,1.34589,103.84737
560410,410,1.36272,103.85464
560413,413,1.36353,103.85368
560414,414,1.3639,103.85391
380095,95,1.3217,103.8862
460054,54,1.32948,103.92111
470708,708,1.33504,103.91931
472613,613,1.33279,103.91822
471613,613,1.33257,103.91775
470618,618,1.33302,103.91704
470617,617,1.33313,103.91651
470631,631,1.33296,103.91494
,630,1.33316,103.91405
470632,632,1.33205,103.91415
470121,121,1.33131,103.90999
560418,418,1.36495,103.85404
560419,419,1.36535,103.85415
431011,11,1.3017,103.88258
431012,12,1.30083,103.88369
431014,14,1.30016,103.88423
381114,114,1.3115,103.87403
560210,210,1.36856,103.84324
543315,315,1.39234,103.88805
541307,307,1.3894,103.88804
541317,317,1.39393,103.88796
541313,313,1.39159,103.88752
160024,24,1.28853,103.82846
200026,26,1.30616,103.85778
200025,25,1.30622,103.85822
140023,23,1.2943,103.79973
140020,20,1.29275,103.79994
140021,21,1.29327,103.79991
141023,23,1.29407,103.80003
140022,22,1.29357,103.79962
260002,2,1.31779,103.80726
260004,4,1.31883,103.80806
650125,125,1.35153,103.74716
570291,291,1.35591,103.84516
570278,278,1.35743,103.84354
570286,286,1.35844,103.84389
570279,279,1.35722,103.84379
570280,280,1.35742,103.84428
560546,546,1.37365,103.85702
560544,544,1.37396,103.85647
560543,543,1.3743,103.85624
560542,542,1.37474,103.85588
560545,545,1.37318,103.85629
560125,125,1.3715,103.84477
164004,4,1.28667,103.83248
165004,4,1.28659,103.83195
166006,6,1.28697,103.83073
165008,8,1.28702,103.8303
165006,6,1.28655,103.83082
380113,113,1.32053,103.88616
380119,119,1.32013,103.88606
380112,112,1.32042,103.8851
380111,111,1.32037,103.88403
380110,110,1.31998,103.88444
380108,108,1.31901,103.88517
380109,109,1.31939,103.88444
320018,18,1.32406,103.86283
320016,16,1.32435,103.86236
320015,15,1.32447,103.86194
680233,233,1.38031,103.74729
680231,231,1.38008,103.74611
680206,206,1.38067,103.74834
680218,218,1.38284,103.74584
680354,354,1.38265,103.74356
680236,236,1.37982,103.74821
381113,113,1.3118,103.87385
381112,112,1.31211,103.87378
381111,111,1.31235,103.87375
381005,5,1.31328,103.87349
384002,2,1.31308,103.87238
380099,99,1.32138,103.88431
321108,108,1.32162,103.85938
323108,108,1.31998,103.85901
324108,108,1.31984,103.85946
322106,106,1.32102,103.861
321105,105,1.32049,103.86107
310095,95,1.33889,103.84899
461043,43,1.32835,103.92565
461045,45,1.32865,103.9245
461044,44,1.32901,103.92567
460419,419,1.32698,103.92813
650624,624,1.35134,103.74951
650123,123,1.35142,103.7475
650104,104,1.34899,103.74726
650120,120,1.35106,103.74771
650227,227,1.34838,103.75352
650126,126,1.35192,103.74672
650620,620,1.34971,103.7484
650621,621,1.35023,103.74834
650622,622,1.35072,103.7485
640457,457,1.3507,103.72091
140065,65,1.29959,103.79675
141093,93,1.3053,103.80055
141055,55,1.29705,103.79708
21066,663,1.30568,103.85086
21066,662,1.30625,103.84996
670245,245,1.38053,103.77214
164002,2,1.28653,103.83316
544227,227,1.38696,103.90142
540202,202,1.38861,103.89326
541269,269,1.38371,103.89559
600202,202,1.33676,103.74297
601219,219,1.34061,103.73745
600208,208,1.33844,103.74267
600238,238,1.34072,103.74056
600225,225,1.34178,103.73725
600227,227,1.34182,103.73609
600233,233,1.34036,103.74093
605288,288,1.34035,103.74371
120419,419,1.31022,103.76959
120423,423,1.30946,103.76992
120422,422,1.30921,103.76934
121420,420,1.30979,103.76866
680277,277,1.37987,103.74461
680294,294,1.3786,103.74096
680250,250,1.37931,103.74537
680287,287,1.37893,103.74156
560153,153,1.37636,103.84206
680431,431,1.38404,103.74177
680415,415,1.38275,103.74245
680419,419,1.38193,103.74156
680443,443,1.38129,103.73754
680440,440,1.38345,103.73937
680417,417,1.38296,103.74158
640751,751,1.34761,103.69923
640704,704,1.3408,103.69518
640825,825,1.34619,103.69323
640845,845,1.34486,103.69168
640866,866,1.35057,103.69547
680449,449,1.37917,103.73625
543291,291,1.39633,103.8986
543299,299,1.39635,103.90178
544298,298,1.39582,103.90093
530404,404,1.37384,103.89583
530406,406,1.37364,103.89619
530405,405,1.37405,103.89646
530410,410,1.37389,103.89468
530409,409,1.37369,103.89512
530411,411,1.37409,103.89531
530402,402,1.37444,103.8967
530401,401,1.37484,103.89699
530403,403,1.37464,103.89635
530414,414,1.3749,103.896
530413,413,1.3745,103.89571
644658,658,1.33722,103.70076
763506,506,1.41545,103.84045
761507,507,1.41529,103.83985
761508,508,1.41478,103.83955
763509,509,1.4143,103.84042
160054,54,1.28744,103.84118
680503,503,1.38831,103.74232
680505,505,1.38883,103.74205
680537,537,1.39215,103.74408
680511,511,1.38933,103.74087
680513,513,1.38976,103.74248
680531,531,1.39289,103.74153
680509,509,1.388,103.74182
650149,149,1.34928,103.74434
650148,148,1.34927,103.74359
650131,131,1.35073,103.74626
650128,128,1.35168,103.7456
530157,157,1.35301,103.8797
530156,156,1.35253,103.87959
520366,366,1.35762,103.96138
520367,367,1.35807,103.96058
520360,360,1.35562,103.96226
370039,39,1.32743,103.88568
120606,606,1.30485,103.76799
141007,7,1.30679,103.7949
140007,7,1.30646,103.79477
542266,266,1.38258,103.89723
542264,264,1.38129,103.89654
544265,265,1.38196,103.89643
541266,266,1.38246,103.8968
544264,264,1.38155,103.89594
680676,676,1.40192,103.74619
680658,658,1.40075,103.74926
640836,836,1.34263,103.69346
641830,830,1.34526,103.69421
640817,817,1.34471,103.69572
640605,605,1.33846,103.69956
641613,613,1.33959,103.70049
640613,613,1.33978,103.70067
641665,665,1.34009,103.70312
640677,677,1.34542,103.70525
643660,660,1.33666,103.70373
641677,677,1.34563,103.70504
640627,627,1.34197,103.69889
650305,305,1.35786,103.74793
650364,364,1.36066,103.74932
650363,363,1.36101,103.74945
650367,367,1.36033,103.74969
650369,369,1.36003,103.75107
530688,688,1.37616,103.88555
530687,687,1.37623,103.88507
532698,698,1.37481,103.88771
530691,691,1.37672,103.88653
530552,552,1.3788,103.89037
640693,693,1.3429,103.70619
161127,127,1.28196,103.82956
160125,125,1.28363,103.82813
730122,122,1.43917,103.77966
730130,130,1.43813,103.7787
730119,119,1.43883,103.78032
730129,129,1.43781,103.7787
730126,126,1.43815,103.77984
730131,131,1.43848,103.77861
730127,127,1.43812,103.77946
730133,133,1.43753,103.77807
650107,107,1.34781,103.74661
650134,134,1.35159,103.74451
681691,691,1.40116,103.75147
370066,66,1.32654,103.88767
370069,69,1.32502,103.88746
370045,45,1.32639,103.88608
370070,70,1.3252,103.88804
370068,68,1.32547,103.88808
370040,40,1.32768,103.88626
680677,677,1.40151,103.74548
680669,669,1.40292,103.74827
680664,664,1.4023,103.75044
760812,812,1.41714,103.83211
760311,311,1.43158,103.84082
640448,448,1.35263,103.7194
640421,421,1.3502,103.72735
682684,684,1.4039,103.74724
680786,786,1.39508,103.74835
682687,687,1.40441,103.75067
682689,689,1.40313,103.74979
680631,631,1.39661,103.74811
680553,553,1.39587,103.74352
684485,485,1.3752,103.73897
462023,23,1.3253,103.92211
680212,212,1.38247,103.74735
680234,234,1.38021,103.74814
680235,235,1.37976,103.74875
680210,210,1.3825,103.74794
680446,446,1.38071,103.73689
390052,52,1.31067,103.88503
531364,364,1.37061,103.89678
531365,365,1.36972,103.89762
752351,351,1.45086,103.81997
750311,311,1.44632,103.82254
750309,309,1.44676,103.82156
751351,351,1.45039,103.82021
752352,352,1.4503,103.81981
750424,424,1.45383,103.81873
680552,552,1.39461,103.74266
680546,546,1.39301,103.74326
680543,543,1.39403,103.74412
680562,562,1.3963,103.74602
680568,568,1.39567,103.74628
310211,211,1.34043,103.85376
680450,450,1.37954,103.73608
680428,428,1.38124,103.73999
680448,448,1.38014,103.73734
680429,429,1.38274,103.74014
730115,115,1.43828,103.78097
730124,124,1.43883,103.77939
730116,116,1.43801,103.78045
730117,117,1.43815,103.78011
730121,121,1.43917,103.77998
440032,32,1.30318,103.91181
440033,33,1.30265,103.91218
600230,230,1.34154,103.73749
601287,287,1.33847,103.74381
604288,288,1.33972,103.74409
600201,201,1.33641,103.74308
821126,126,1.3941,103.91136
822174,174,1.39673,103.91081
822172,172,1.39572,103.91181
793408,408,1.38924,103.87656
793435,435,1.3936,103.87691
640417,417,1.35131,103.72735
640405,405,1.35422,103.72144
640415,415,1.35282,103.72498
640412,412,1.35325,103.72614
640404,404,1.35392,103.72251
640401,401,1.35342,103.72144
640451,451,1.35188,103.7185
640422,422,1.35025,103.72639
640746,746,1.34744,103.69794
640733,733,1.34537,103.70003
640734,734,1.34536,103.70046
640748,748,1.34775,103.69797
140082,82,1.30422,103.8004
140088,88,1.30489,103.79918
541226,226,1.38741,103.89972
540231,231,1.38914,103.90135
532364,364,1.37051,103.89713
532365,365,1.36921,103.89754
533365,365,1.36928,103.89713
761671,671,1.41898,103.84233
762671,671,1.41878,103.84276
680536,536,1.39182,103.74405
670517,517,1.38804,103.76671
670519,519,1.38774,103.76629
670513,513,1.38806,103.76773
793418,418,1.39095,103.88102
792418,418,1.39101,103.88019
791418,418,1.39101,103.87961
823220,220,1.40161,103.896
821221,221,1.40098,103.89567
822220,220,1.40151,103.89542
510559,559,1.36646,103.9517
680452,452,1.38031,103.73533
680435,435,1.38514,103.74105
680463,463,1.37718,103.73545
680458,458,1.3781,103.736
680445,445,1.38171,103.73666
441076,76,1.30329,103.90788
510715,715,1.38298,103.93705
680704,704,1.39046,103.74572
680708,708,1.39165,103.74688
680707,707,1.39038,103.74712
680701,701,1.39165,103.74622
681484,484,1.37668,103.73682
680484,484,1.37648,103.73714
684484,484,1.37535,103.73732
530682,682,1.37362,103.88575
542201,201,1.38831,103.89392
792406,406,1.38843,103.87432
792434,434,1.39461,103.87659
791434,434,1.39437,103.87632
791408,408,1.38876,103.87621
530250,250,1.35958,103.8913
530253,253,1.36043,103.89221
530247,247,1.35917,103.89152
530252,252,1.36017,103.89271
510428,428,1.36938,103.95649
510454,454,1.37201,103.95809
510469,469,1.3735,103.95759
510477,477,1.37449,103.95826
510426,426,1.36996,103.95579
510455,455,1.37178,103.95835
510443,443,1.36949,103.95735
510451,451,1.37148,103.9581
540239,239,1.39133,103.89816
542225,225,1.38785,103.89895
544223,223,1.38907,103.89737
190465,465,1.30512,103.86275
542269,269,1.3836,103.89594
542267,267,1.3832,103.89743
543265,265,1.38209,103.89597
541265,265,1.38227,103.89528
544258,258,1.3935,103.8971
542203,203,1.3869,103.89477
160113,113,1.28028,103.82572
160143,143,1.27779,103.83
160141,141,1.27715,103.82874
680506,506,1.38878,103.74183
680530,530,1.39263,103.7418
680524,524,1.39158,103.74116
510560,560,1.36676,103.95042
510551,551,1.36737,103.95312
510567,567,1.36899,103.94912
510547,547,1.36896,103.95336
510566,566,1.36912,103.94972
650191,191,1.34552,103.74535
650137,137,1.35051,103.74495
540251,251,1.39363,103.90003
542192,192,1.39422,103.90305
543192,192,1.39464,103.90295
542191,191,1.39463,103.9039
541190,190,1.39508,103.90277
543189,189,1.3954,103.9034
542189,189,1.3958,103.90363
640618,618,1.34155,103.7005
152063,63,1.28908,103.81532
542227,227,1.38721,103.90071
544204,204,1.38765,103.89534
541204,204,1.38786,103.89468
541201,201,1.389,103.89276
544268,268,1.38508,103.89585
544277,277,1.38183,103.89391
541277,277,1.38186,103.89448
542277,277,1.38234,103.89451
370050,50,1.32488,103.88557
370042,42,1.32685,103.88629
370064,64,1.32698,103.88715
370061,61,1.32574,103.88705
640629,629,1.34252,103.69967
640658,658,1.33723,103.70109
640633,633,1.34326,103.69933
642271,271,1.3505,103.70425
160059,59,1.28415,103.83344
160057,57,1.28481,103.83348
160056,56,1.28424,103.83392
160066,66,1.28381,103.83276
160073,73,1.28337,103.83246
80003,3,1.27722,103.8387
80007,7,1.27692,103.83868
80004,4,1.27688,103.84009
81001,1,1.27743,103.84
642681,681,1.34482,103.70495
643685,685,1.34255,103.70417
600133,133,1.33416,103.73932
600130,130,1.33472,103.73916
600131,131,1.33465,103.74017
600111,111,1.33878,103.7356
600306,306,1.34607,103.73525
680515,515,1.39018,103.74357
140066,66,1.29912,103.79658
140075,75,1.3012,103.79603
141056,56,1.29753,103.79709
140090,90,1.30542,103.79967
140094,94,1.30559,103.80074
140095,95,1.30539,103.80106
140078,78,1.30169,103.79578
140092,92,1.30573,103.80025
140096,96,1.30619,103.80119
140107,107,1.30786,103.79931
542296,296,1.39764,103.89929
541290,290,1.39608,103.89673
681683,683,1.40385,103.74549
680771,771,1.39427,103.74932
680296,296,1.37738,103.74078
151063,63,1.28965,103.8154
410102,102,1.32558,103.91066
410116,116,1.32279,103.91186
410113,113,1.32345,103.9119
410110,110,1.32398,103.91069
410109,109,1.32458,103.9107
410115,115,1.32297,103.91123
410103,103,1.32586,103.9106
680788,788,1.39579,103.74829
680791,791,1.39556,103.74999
680636,636,1.39728,103.74893
680635,635,1.39737,103.7496
680555,555,1.39629,103.74368
680789,789,1.39586,103.74905
680559,559,1.39592,103.74476
680558,558,1.39551,103.74473
642272,272,1.35052,103.70486
641271,271,1.35088,103.70406
730031,31,1.44299,103.77234
730032,32,1.44338,103.77292
730001,1,1.44067,103.77574
730028,28,1.44279,103.77371
730007,7,1.44167,103.77673
542250,250,1.39225,103.89979
543298,298,1.39627,103.90098
544262,262,1.39424,103.89497
540263,263,1.39485,103.89604
542297,297,1.39474,103.90096
680547,547,1.39317,103.74261
680544,544,1.39372,103.74376
680541,541,1.39278,103.74432
680563,563,1.39567,103.74573
600305,305,1.34544,103.73524
600311,311,1.34767,103.73258
600301,301,1.34404,103.7355
600307,307,1.34652,103.73484
640938,938,1.34288,103.68977
640963,963,1.34186,103.69209
640936,936,1.34257,103.68915
640953,953,1.34235,103.69087
640952,952,1.34302,103.69133
440035,35,1.30337,103.91252
440029,29,1.30285,103.9132
440028,28,1.30344,103.91335
440034,34,1.30415,103.91212
440018,18,1.30321,103.9143
440017,17,1.30377,103.91418
440027,27,1.30403,103.9135
680249,249,1.37962,103.74553
685296,296,1.37692,103.74305
680251,251,1.37829,103.74457
680254,254,1.37822,103.74389
680252,252,1.37804,103.74502
680272,272,1.37872,103.74292
684297,297,1.37811,103.74305
682296,296,1.37685,103.74151
680439,439,1.38372,103.73979
680442,442,1.38094,103.73773
680453,453,1.37998,103.73491
681459,459,1.37823,103.73554
680306,306,1.38496,103.74288
640433,433,1.35278,103.72286
640830,830,1.34533,103.69344
640839,839,1.34358,103.69277
680557,557,1.39557,103.74433
140084,84,1.30364,103.79946
140083,83,1.30468,103.80042
140101,101,1.30805,103.80084
140110,110,1.3068,103.79866
140099,99,1.30743,103.80114
140113,113,1.30675,103.79796
140109,109,1.30725,103.79894
680510,510,1.38795,103.74138
680528,528,1.39241,103.74155
680526,526,1.39135,103.74189
680567,567,1.39513,103.74588
680540,540,1.39287,103.74381
680542,542,1.39361,103.74479
680548,548,1.39339,103.74194
680565,565,1.39491,103.74531
680551,551,1.39429,103.74306
680474,474,1.37857,103.73848
680280,280,1.38083,103.74294
680288,288,1.37894,103.74102
680285,285,1.38012,103.74188
680279,279,1.38069,103.74343
680289,289,1.37933,103.74072
680291,291,1.3787,103.7398
680281,281,1.38032,103.7426
680409,409,1.38113,103.74188
680410,410,1.38063,103.74152
680436,436,1.38457,103.74037
680703,703,1.39132,103.74593
680706,706,1.39037,103.74686
680702,702,1.3918,103.74562
680767,767,1.39381,103.7494
133028,28,1.30569,103.78235
130005,5,1.30406,103.78264
130022,22,1.30707,103.78358
130012,12,1.30499,103.78581
130013,13,1.30537,103.78608
130014,14,1.30556,103.7856
211048,48,1.31448,103.85107
210048,48,1.31424,103.85062
130002,2,1.30311,103.7829
130004,4,1.30341,103.78327
530254,254,1.36031,103.89145
530251,251,1.35996,103.89163
530248,248,1.35937,103.89259
530020,20,1.36383,103.89074
530643,643,1.37155,103.88062
530668,668,1.37348,103.88358
530637,637,1.37097,103.87928
640824,824,1.3464,103.69414
640834,834,1.34309,103.69405
640813,813,1.346,103.69578
640814,814,1.34567,103.69579
640852,852,1.34745,103.69283
640827,827,1.34564,103.69315
640849,849,1.34584,103.69165
641669,669,1.34289,103.70314
642668,668,1.34193,103.70339
642676,676,1.346,103.70419
641675,675,1.34543,103.70346
641664,664,1.33921,103.7034
643677,677,1.34535,103.70496
150167,167,1.28264,103.81853
160133,133,1.27955,103.8274
160139,139,1.27908,103.82679
680569,569,1.39608,103.74637
680705,705,1.39036,103.74612
140063,63,1.29882,103.79709
530918,918,1.37558,103.88352
530962,962,1.37774,103.87839
530955,955,1.37616,103.87819
530916,916,1.37491,103.88425
530964,964,1.37716,103.87752
650193,193,1.34601,103.74442
650185,185,1.34708,103.74492
650130,130,1.35106,103.74586
650101,101,1.34671,103.74692
650111,111,1.34841,103.74599
650139,139,1.3511,103.74417
650112,112,1.34817,103.74503
650147,147,1.34958,103.7436
680603,603,1.39788,103.74436
530966,966,1.37817,103.87837
530951,951,1.37573,103.87819
530967,967,1.37818,103.87864
530924,924,1.3763,103.88215
610114,114,1.33379,103.72411
610119,119,1.3353,103.72471
610112,112,1.33389,103.72369
522522,522,1.35782,103.93908
752592,592,1.45066,103.8276
752593,593,1.45137,103.82832
763672,672,1.41836,103.84265
762672,672,1.41859,103.84182
370047,47,1.32578,103.8857
120425,425,1.30963,103.77112
120420,420,1.31005,103.76912
530628,628,1.36954,103.88048
530620,620,1.3702,103.88378
530656,656,1.37324,103.8817
530544,544,1.37845,103.8919
530669,669,1.37337,103.8841
530672,672,1.37257,103.88404
530638,638,1.37086,103.87868
530640,640,1.37132,103.87976
530973,973,1.37781,103.87972
530972,972,1.37822,103.87942
271010,10,1.30815,103.79428
271002,2,1.30934,103.79556
272009,9,1.30756,103.79444
73008,8,1.30718,103.79415
272012,12,1.30935,103.79487
271008,8,1.30649,103.79422
530170,170,1.35145,103.88932
160144,144,1.27731,103.82996
650371,371,1.35926,103.75069
650306,306,1.35829,103.74752
650355,355,1.36178,103.75053
650368,368,1.36038,103.75077
650360,360,1.36107,103.75063
650354,354,1.36139,103.74973
650308,308,1.35855,103.7481
650309,309,1.35828,103.74877
650357,357,1.36165,103.75087
650365,365,1.36087,103.74864
650356,356,1.36193,103.75087
752503,503,1.45038,103.82206
210040,40,1.31599,103.84824
541295,295,1.39827,103.89928
543295,295,1.3973,103.89999
650109,109,1.347,103.74617
370034,34,1.32904,103.88744
370058,58,1.32501,103.88646
370057,57,1.32472,103.88669
370071,71,1.32492,103.888
370041,41,1.32721,103.88627
370051,51,1.32452,103.88551
370038,38,1.32796,103.88608
370059,59,1.32525,103.88676
410105,105,1.32565,103.91011
821621,621,1.40105,103.90989
822621,621,1.40135,103.9101
510602,602,1.37729,103.94412
510603,603,1.37685,103.94372
510610,610,1.37531,103.94205
510601,601,1.37786,103.94351
510607,607,1.37639,103.94246
670543,543,1.3825,103.76405
670507,507,1.38656,103.768
510558,558,1.3668,103.95171
510549,549,1.36787,103.95351
510565,565,1.36883,103.9503
510553,553,1.36798,103.95277
734694,694,1.4386,103.80509
822221,221,1.40102,103.89506
820220,220,1.40134,103.89496
821220,220,1.40152,103.89463
823224,224,1.40162,103.89398
821222,222,1.40113,103.89348
820224,224,1.40155,103.89361
822224,224,1.40183,103.89337
