postcode,block_number,latitude,longitude
520215,215,1.35466,103.95316
640766,766,1.3498,103.69776
640758,758,1.35015,103.70035
640738,738,1.34616,103.70056
640737,737,1.34675,103.70116
640736,736,1.34611,103.70165
640735,735,1.34616,103.70117
641657,657,1.33541,103.70029
643667,667,1.34115,103.7023
760137,137,1.43198,103.83025
760141,141,1.43114,103.82996
760359,359,1.42742,103.8457
760364,364,1.42905,103.84462
760353,353,1.42614,103.84522
530970,970,1.3788,103.88036
530959,959,1.37697,103.87922
670515,515,1.38821,103.76727
670502,502,1.38372,103.76675
670509,509,1.38663,103.76902
670534,534,1.38442,103.76422
510613,613,1.375,103.94151
260008,8,1.31641,103.80537
150103,103,1.28974,103.82138
150104,104,1.28937,103.82154
150105,105,1.29021,103.82236
150101,101,1.29072,103.82163
150093,93,1.28692,103.82042
150092,92,1.2874,103.82044
150091,91,1.28787,103.82046
530657,657,1.37385,103.88188
530615,615,1.36861,103.88494
542223,223,1.38827,103.89767
540230,230,1.38834,103.90127
540234,234,1.39067,103.90025
543226,226,1.38826,103.90002
543223,223,1.38871,103.89776
540235,235,1.3909,103.89954
541224,224,1.38788,103.89802
80102,102,1.27473,103.83624
80109,109,1.27403,103.83665
81110,110,1.27364,103.83642
102111,111,1.28117,103.80847
101109,109,1.28096,103.80944
102106,106,1.28065,103.81075
101103,103,1.2807,103.81335
102104,104,1.28049,103.8121
101111,111,1.28112,103.80869
560473,473,1.36305,103.85685
560471,471,1.36347,103.8567
560402,402,1.36148,103.8553
410666,666,1.33357,103.9081
410667,667,1.33375,103.90886
410668,668,1.33334,103.9089
410669,669,1.33309,103.9084
410670,670,1.33252,103.90828
410671,671,1.33245,103.90887
410672,672,1.33208,103.90876
750417,417,1.452,103.81948
380040,40,1.31748,103.87635
380041,41,1.31686,103.87555
380042,42,1.317,103.87599
381042,42,1.31667,103.8761
380043,43,1.31716,103.87658
381043,43,1.31682,103.87664
760354,354,1.42579,103.84523
760136,136,1.43203,103.83144
760780,780,1.42214,103.83288
760314,314,1.43173,103.84175
760793,793,1.42051,103.83186
640407,407,1.35489,103.72126
640419,419,1.35093,103.72717
640435,435,1.35211,103.72369
640452,452,1.35158,103.71851
640414,414,1.35282,103.72603
643517,517,1.34494,103.72002
640516,516,1.3455,103.72056
610339,339,1.33785,103.72118
613339,339,1.33851,103.72168
610354,354,1.33916,103.72093
730118,118,1.43848,103.78038
530634,634,1.37007,103.87844
530646,646,1.37184,103.88074
530433,433,1.37614,103.89382
530631,631,1.37069,103.88151
530652,652,1.37241,103.8816
530659,659,1.37328,103.88321
730891,891,1.43774,103.79117
730517,517,1.43383,103.79168
730524,524,1.43265,103.79368
643686,686,1.34227,103.70431
641686,686,1.34175,103.70479
643679,679,1.34392,103.7064
640688,688,1.3411,103.70535
640695,695,1.34256,103.70742
600313,313,1.34715,103.73335
600315,315,1.34603,103.73285
730017,17,1.44268,103.77772
730018,18,1.44369,103.7778
730016,16,1.4423,103.77788
102103,103,1.28074,103.81314
821171,171,1.39463,103.91229
822109,109,1.39496,103.90963
824174,174,1.39749,103.90999
820135,135,1.39209,103.91002
670451,451,1.38508,103.77222
670417,417,1.38394,103.76809
670401,401,1.38055,103.76873
260006,6,1.31732,103.80806
792403,403,1.38879,103.87298
792404,404,1.3883,103.87355
794403,403,1.38822,103.87318
793405,405,1.38919,103.87344
530109,109,1.35533,103.88938
380044,44,1.31624,103.87688
320098,98,1.32158,103.85415
320097,97,1.32128,103.85494
644662,662,1.33698,103.70428
642685,685,1.34292,103.70417
643661,661,1.33608,103.70505
200807,807,1.30929,103.86144
200806,806,1.30853,103.86114
200803,803,1.30829,103.86089
160049,49,1.2843,103.83052
161038,38,1.28486,103.8305
160121,121,1.2827,103.82849
161120,120,1.28325,103.82785
163008,8,1.28303,103.82724
167026,26,1.2821,103.8252
164118,118,1.28268,103.82658
730120,120,1.43918,103.78084
730132,132,1.43828,103.77803
730114,114,1.43872,103.78129
730125,125,1.43848,103.77952
730128,128,1.43745,103.77893
730135,135,1.43757,103.77776
730137,137,1.43846,103.77708
730138,138,1.4381,103.77726
730134,134,1.43664,103.7774
730003,3,1.43941,103.77645
543225,225,1.38835,103.89884
540236,236,1.39049,103.89944
540232,232,1.39056,103.90084
530570,570,1.37797,103.8881
530554,554,1.37874,103.88968
600101,101,1.33701,103.73879
600304,304,1.34514,103.73475
600308,308,1.3473,103.73457
600316,316,1.34601,103.73208
823326,326,1.4124,103.90018
820327,327,1.41231,103.90006
823327,327,1.41207,103.89997
640536,536,1.34992,103.71672
130023,23,1.30744,103.78363
130025,25,1.30604,103.78205
134028,28,1.30608,103.78247
130019,19,1.30784,103.78364
131028,28,1.30492,103.78219
820114,114,1.3958,103.90756
823105,105,1.39767,103.9056
823176,176,1.39831,103.90878
823615,615,1.40356,103.91015
822176,176,1.39856,103.90851
602288,288,1.33894,103.74288
600234,234,1.33993,103.74165
604287,287,1.33787,103.74411
600228,228,1.34257,103.73629
320065,65,1.3282,103.85797
730123,123,1.43911,103.77895
544250,250,1.39325,103.89982
541225,225,1.38765,103.89871
543224,224,1.38859,103.89813
540240,240,1.39075,103.89795
542226,226,1.38771,103.8993
541187,187,1.3938,103.90581
544185,185,1.39387,103.90635
541185,185,1.39332,103.90712
542185,185,1.39289,103.90692
543185,185,1.39317,103.90649
165026,26,1.28309,103.82559
166022,22,1.28489,103.82644
540238,238,1.39044,103.89866
540241,241,1.39,103.8977
530510,510,1.37257,103.88846
530420,420,1.37581,103.89482
530512,512,1.37127,103.88862
530513,513,1.37207,103.88966
530421,421,1.37542,103.89473
530515,515,1.3724,103.88904
530636,636,1.37061,103.87921
530633,633,1.36983,103.87932
530648,648,1.37213,103.87979
530630,630,1.37029,103.88106
530681,681,1.37311,103.88564
530614,614,1.36914,103.8847
600102,102,1.3361,103.73822
600114,114,1.33921,103.73461
600112,112,1.33921,103.73582
600110,110,1.33887,103.73622
600108,108,1.33828,103.73701
600109,109,1.33836,103.73591
600103,103,1.33669,103.73806
600116,116,1.33971,103.7347
600302,302,1.34463,103.73445
640816,816,1.34533,103.69642
640837,837,1.34308,103.69291
640841,841,1.34455,103.69284
640843,843,1.34419,103.69404
163126,126,1.28231,103.82931
161119,119,1.28148,103.82729
160201,201,1.28057,103.82737
824105,105,1.39718,103.90523
791412,412,1.38923,103.87791
792413,413,1.38971,103.87869
792412,412,1.38973,103.87796
791410,410,1.39005,103.87594
530116,116,1.35314,103.88773
530114,114,1.35287,103.88877
670526,526,1.38546,103.76522
670528,528,1.38505,103.76554
670523,523,1.38698,103.7657
670503,503,1.38418,103.76643
670540,540,1.38332,103.7636
670182,182,1.37984,103.76341
600207,207,1.33789,103.74243
600224,224,1.34171,103.73673
600223,223,1.34107,103.73609
600105,105,1.33739,103.73853
600236,236,1.34041,103.74213
600226,226,1.3414,103.73584
640856,856,1.34714,103.69665
640732,732,1.34584,103.69961
640745,745,1.34701,103.69795
640644,644,1.33959,103.69636
140154,154,1.29361,103.80374
140158,158,1.29274,103.80281
140149,149,1.2948,103.80461
141156,156,1.29266,103.80425
521208,208,1.35169,103.95369
520903,903,1.35098,103.93976
520909,909,1.3502,103.93941
520902,902,1.35128,103.9392
520808,808,1.34649,103.93605
530642,642,1.3717,103.87994
530612,612,1.36937,103.88533
530555,555,1.37953,103.88989
530573,573,1.3776,103.88755
530956,956,1.37663,103.8788
640724,724,1.34509,103.69819
642650,650,1.338,103.69632
642655,655,1.3355,103.69751
642654,654,1.33616,103.69794
753108,108,1.44735,103.8318
754108,108,1.44777,103.83191
640703,703,1.34163,103.69583
640706,706,1.34123,103.69439
640718,718,1.34371,103.69752
640702,702,1.34199,103.69531
640711,711,1.34302,103.69566
16211,119,1.28116,103.82727
16311,119,1.28149,103.82767
730136,136,1.43832,103.77775
730142,142,1.43703,103.77707
730140,140,1.43766,103.77673
730143,143,1.43675,103.77673
730004,4,1.43898,103.77576
730139,139,1.43775,103.77728
730141,141,1.43737,103.77707
1,1,1.30758,103.85897
140150,150,1.29536,103.80382
164027,27,1.28291,103.82487
161118,118,1.28142,103.82565
440045,45,1.30455,103.91246
640527,527,1.34788,103.71642
643664,664,1.33821,103.70316
642669,669,1.34285,103.7028
601215,215,1.33954,103.73833
603287,287,1.33787,103.74487
600220,220,1.34107,103.73747
600222,222,1.34082,103.73576
640714,714,1.34312,103.69667
640713,713,1.34366,103.69606
640730,730,1.34611,103.69843
640731,731,1.3455,103.69867
530632,632,1.37057,103.88059
530159,159,1.35144,103.87951
530155,155,1.35265,103.88029
530160,160,1.35203,103.87908
530235,235,1.35715,103.88856
530221,221,1.3566,103.88365
530231,231,1.35813,103.8879
530233,233,1.35783,103.888
530112,112,1.35442,103.88856
530126,126,1.35222,103.88569
530106,106,1.3537,103.89068
520803,803,1.3452,103.93769
520908,908,1.35054,103.93872
640764,764,1.3494,103.69845
640757,757,1.34968,103.70077
640755,755,1.3484,103.70085
640752,752,1.34853,103.69943
640759,759,1.35014,103.6997
640753,753,1.34846,103.69995
640760,760,1.34943,103.69978
640756,756,1.34933,103.70072
640761,761,1.34904,103.69946
640754,754,1.34866,103.70038
640765,765,1.35008,103.69839
640715,715,1.34375,103.69641
641650,650,1.33802,103.6969
642651,651,1.33707,103.69826
643652,652,1.33664,103.6972
640744,744,1.34679,103.6989
530241,241,1.35651,103.89184
530245,245,1.35841,103.89172
530240,240,1.35642,103.89065
530243,243,1.35764,103.8917
530244,244,1.35807,103.89195
530242,242,1.35739,103.89217
530246,246,1.35876,103.89146
530239,239,1.35597,103.89048
731892,892,1.43759,103.78967
730899,899,1.43581,103.79525
732893,893,1.43632,103.79046
645668,668,1.34121,103.70273
642675,675,1.34575,103.70364
643669,669,1.34351,103.70282
643684,684,1.34359,103.7045
643668,668,1.34133,103.7034
643276,276,1.35324,103.70444
643275,275,1.35312,103.70277
644275,275,1.35366,103.70294
641276,276,1.3532,103.70365
644276,276,1.35345,103.70441
642274,274,1.35287,103.70328
166026,26,1.28276,103.82521
163027,27,1.28222,103.82454
163021,21,1.28509,103.82578
540233,233,1.38994,103.90072
544224,224,1.38855,103.89849
530237,237,1.3565,103.88867
520715,715,1.35956,103.93703
520703,703,1.35688,103.93774
520724,724,1.35684,103.93495
520712,712,1.35894,103.93716
520708,708,1.35799,103.93689
520713,713,1.35924,103.93765
520732,732,1.35756,103.93432
520711,711,1.35843,103.93704
640517,517,1.34585,103.71972
644517,517,1.34492,103.71946
640941,941,1.34388,103.6888
640933,933,1.3421,103.68981
640937,937,1.34245,103.69009
640919,919,1.33993,103.68735
640934,934,1.34224,103.68874
540186,186,1.39336,103.90614
541186,186,1.39301,103.90565
544186,186,1.39343,103.90544
510427,427,1.37031,103.95601
510450,450,1.37114,103.9581
530103,103,1.35528,103.89036
530121,121,1.35384,103.88692
530679,679,1.37146,103.88474
530624,624,1.37017,103.88222
530507,507,1.37241,103.88761
530680,680,1.37195,103.88532
530503,503,1.37348,103.88746
530694,694,1.37606,103.88794
530696,696,1.37596,103.88742
530698,698,1.37506,103.88691
530697,697,1.37554,103.88748
730892,892,1.43725,103.79019
731891,891,1.43791,103.79054
731896,896,1.43692,103.79257
733894,894,1.43564,103.78946
730895,895,1.43607,103.79149
641682,682,1.34399,103.7054
760111,111,1.43321,103.82862
760107,107,1.43222,103.82752
760109,109,1.4328,103.82865
101106,106,1.28061,103.81097
101112,112,1.28148,103.80815
100113,113,1.28142,103.80729
101104,104,1.28046,103.81232
130021,21,1.30704,103.78463
130026,26,1.30591,103.78157
130027,27,1.30542,103.78132
542224,224,1.38821,103.89787
542186,186,1.3928,103.90561
543186,186,1.39286,103.90507
200635,635,1.30659,103.85522
200636,636,1.30631,103.85539
200634,634,1.30606,103.85511
200633,633,1.30571,103.85494
200632,632,1.30607,103.8545
80106,106,1.27357,103.83406
80105,105,1.2738,103.83448
80107,107,1.27359,103.83492
80104,104,1.27443,103.83488
80103,103,1.27466,103.83528
80101,101,1.27524,103.83605
640860,860,1.34885,103.69677
640858,858,1.34829,103.69621
640947,947,1.34362,103.69068
640917,917,1.34034,103.68784
640943,943,1.34369,103.68979
732693,693,1.43851,103.80425
735694,694,1.43848,103.80492
824196,196,1.39966,103.90723
822203,203,1.39805,103.90348
823270,270,1.40432,103.89885
822173,173,1.39655,103.91006
820108,108,1.39653,103.90885
530104,104,1.35478,103.89032
530238,238,1.35692,103.88917
530167,167,1.35182,103.88845
530234,234,1.3582,103.88878
530651,651,1.37254,103.88111
530653,653,1.37283,103.88125
520802,802,1.34609,103.93803
640610,610,1.33832,103.70086
640611,611,1.33891,103.70075
642657,657,1.33596,103.70084
641673,673,1.34427,103.70125
642673,673,1.3444,103.70166
163127,127,1.28152,103.83004
163006,6,1.28401,103.82742
160123,123,1.28385,103.82896
160130,130,1.28041,103.82927
164127,127,1.28112,103.82994
162126,126,1.28265,103.82976
162131,131,1.28092,103.82837
160128,128,1.28162,103.82888
2,2,1.30784,103.85917
540248,248,1.3922,103.89846
130020,20,1.30672,103.78352
820134,134,1.39234,103.91018
820183,183,1.39881,103.90985
820182,182,1.39892,103.90931
820193,193,1.39997,103.90901
824107,107,1.39624,103.90801
821107,107,1.3972,103.90683
530931,931,1.37554,103.8806
530974,974,1.37779,103.87944
530950,950,1.37543,103.87869
530912,912,1.37849,103.88402
530958,958,1.37664,103.87979
530920,920,1.37682,103.88408
530926,926,1.37607,103.88092
760750,750,1.42798,103.83428
760751,751,1.42761,103.83427
760752,752,1.42724,103.83405
370014,14,1.32783,103.88311
141150,150,1.2949,103.8037
140157,157,1.29311,103.80373
140143,143,1.29348,103.80473
821197,197,1.39977,103.90685
821267,267,1.40456,103.8975
822199,199,1.39997,103.90575
823269,269,1.40365,103.89853
822196,196,1.39901,103.90699
822197,197,1.40013,103.90665
190018,18,1.30327,103.86261
190019,19,1.30371,103.86234
642662,662,1.33702,103.70339
641662,662,1.33689,103.70274
644668,668,1.34126,103.703
440044,44,1.30473,103.91309
530568,568,1.37809,103.88899
530566,566,1.38127,103.88844
530551,551,1.37849,103.89072
530558,558,1.38049,103.88976
530569,569,1.37745,103.88818
530550,550,1.37816,103.89069
530557,557,1.37995,103.89044
530546,546,1.37892,103.89178
530561,561,1.38038,103.88919
530562,562,1.38093,103.88912
530567,567,1.37849,103.88901
644648,648,1.33943,103.69768
644656,656,1.33552,103.69983
164025,25,1.28362,103.82539
370013,13,1.32778,103.88374
370012,12,1.32773,103.88436
330057,57,1.32354,103.86915
310027,27,1.33227,103.85636
310257,257,1.33261,103.85727
310232,232,1.33757,103.85884
310004,4,1.33904,103.85554
310225,225,1.33951,103.85565
310003,3,1.3392,103.85445
310085,85,1.33629,103.84843
313085,85,1.33629,103.84748
312085,85,1.33629,103.84844
311085,85,1.33628,103.84941
310216,216,1.34247,103.85418
310217,217,1.34266,103.85467
310218,218,1.34273,103.85515
560109,109,1.3701,103.83769
560256,256,1.37062,103.83597
760753,753,1.42699,103.83463
760754,754,1.42689,103.83407
760757,757,1.42651,103.83428
760758,758,1.42603,103.83427
670532,532,1.38502,103.76456
670508,508,1.38635,103.76883
670530,530,1.38472,103.76527
640739,739,1.34617,103.69998
640750,750,1.34794,103.69919
640743,743,1.34729,103.69919
640701,701,1.34232,103.69528
640717,717,1.34303,103.6975
640710,710,1.34288,103.69485
640712,712,1.34243,103.69613
640709,709,1.34253,103.69444
640708,708,1.34208,103.69431
441044,44,1.30511,103.91314
440047,47,1.30572,103.91253
440046,46,1.3051,103.91266
440043,43,1.30552,103.91302
440058,58,1.30612,103.91403
530975,975,1.37716,103.87968
530976,976,1.37722,103.88028
530915,915,1.37757,103.88357
600205,205,1.33756,103.74288
600231,231,1.34113,103.7381
600235,235,1.33998,103.74216
600237,237,1.34071,103.74121
601221,221,1.3407,103.73633
600206,206,1.3378,103.742
821172,172,1.39533,103.91143
820130,130,1.39317,103.91006
640716,716,1.34406,103.69671
640705,705,1.34091,103.69465
640707,707,1.34178,103.69395
640471,471,1.34849,103.72216
640492,492,1.35011,103.7246
640461,461,1.34956,103.7208
640458,458,1.35021,103.72003
640494,494,1.34951,103.72491
640907,907,1.34114,103.68593
640918,918,1.34058,103.68717
640915,915,1.34109,103.68787
640950,950,1.34343,103.69092
730893,893,1.43684,103.79061
642686,686,1.34196,103.70454
643680,680,1.34522,103.70552
643682,682,1.34315,103.70539
560110,110,1.37046,103.83742
56064,644,1.37915,103.84094
560619,619,1.37859,103.83864
560257,257,1.37017,103.83578
542318,318,1.39383,103.88892
541302,302,1.38756,103.89121
543314,314,1.39147,103.88896
650417,417,1.3629,103.74648
650410,410,1.36446,103.74499
650407,407,1.36485,103.74581
650409,409,1.36449,103.74582
650415,415,1.36327,103.74656
650394,394,1.36642,103.75269
460510,510,1.33234,103.9305
570124,124,1.34648,103.85127
570128,128,1.34609,103.85047
410106,106,1.32509,103.91001
410101,101,1.32516,103.91089
640916,916,1.34069,103.68782
640903,903,1.33972,103.68606
640921,921,1.33955,103.68891
640925,925,1.34015,103.68915
640961,961,1.34129,103.69207
642679,679,1.34391,103.70606
641683,683,1.34261,103.70485
640691,691,1.34194,103.70631
640692,692,1.34227,103.70661
600309,309,1.34754,103.73403
600310,310,1.34821,103.7338
600314,314,1.34665,103.73328
600303,303,1.34486,103.73562
600312,312,1.34691,103.73217
164018,18,1.28567,103.82678
162025,25,1.28347,103.82618
140156,156,1.29299,103.80441
541262,262,1.39554,103.89494
542298,298,1.39552,103.90221
542262,262,1.3951,103.89547
540252,252,1.39368,103.90077
542292,292,1.3954,103.89875
541189,189,1.39556,103.90402
544188,188,1.39495,103.90401
543188,188,1.39522,103.90481
542188,188,1.39454,103.90546
541188,188,1.39428,103.90532
542187,187,1.3943,103.90585
410114,114,1.32313,103.91205
410112,112,1.32349,103.91141
642682,682,1.34362,103.70567
641681,681,1.34441,103.7052
641680,680,1.34462,103.70556
641679,679,1.34427,103.70583
643681,681,1.34449,103.70476
600320,320,1.34876,103.73071
600321,321,1.34836,103.73009
600326,326,1.34902,103.72961
600322,322,1.34804,103.72917
600324,324,1.34868,103.72987
600323,323,1.34839,103.72899
600319,319,1.34799,103.73046
641676,676,1.34596,103.70454
641685,685,1.34326,103.70416
641668,668,1.34183,103.70288
642665,665,1.3398,103.70294
570129,129,1.34569,103.8504
570130,130,1.34591,103.85102
570131,131,1.34558,103.85095
570127,127,1.34608,103.85169
570126,126,1.34627,103.85208
560556,556,1.37203,103.85763
560552,552,1.37226,103.85683
560553,553,1.3726,103.85723
560548,548,1.37291,103.85705
560549,549,1.37316,103.85741
560554,554,1.37282,103.85778
560550,550,1.37361,103.85821
560551,551,1.37393,103.85867
560303,303,1.36665,103.84525
560305,305,1.36608,103.84601
460119,119,1.33019,103.93872
537475,475,1.37518,103.90041
821326,326,1.41299,103.89933
822326,326,1.41261,103.89973
640523,523,1.34676,103.71616
640521,521,1.34659,103.71725
641518,518,1.34519,103.71878
640515,515,1.3463,103.72063
791405,405,1.38882,103.87386
791404,404,1.38835,103.87381
793403,403,1.38832,103.87294
792405,405,1.389,103.87367
791403,403,1.38893,103.87321
791413,413,1.38931,103.87873
530125,125,1.35241,103.88649
530110,110,1.35466,103.88955
530117,117,1.35361,103.88815
410107,107,1.32495,103.91018
510429,429,1.37007,103.95673
510453,453,1.37185,103.95737
450002,2,1.31191,103.92347
450001,1,1.31176,103.92311
823126,126,1.39397,103.91066
824126,126,1.39378,103.91098
80006,6,1.27667,103.83868
81002,2,1.27742,103.83933
80005,5,1.27668,103.83946
670442,442,1.38225,103.77124
670453,453,1.38545,103.77167
670403,403,1.38113,103.76775
670438,438,1.38278,103.7703
670439,439,1.38305,103.77046
670440,440,1.38374,103.77005
530236,236,1.35782,103.88894
541299,299,1.39624,103.90263
543297,297,1.39463,103.90137
541250,250,1.39168,103.89988
543250,250,1.39269,103.89988
730027,27,1.4421,103.77395
730022,22,1.4419,103.77437
760291,291,1.43576,103.83672
760292,292,1.43672,103.83697
760293,293,1.43611,103.83761
530408,408,1.37333,103.89539
530407,407,1.37297,103.89567
510703,703,1.38039,103.93716
730603,603,1.43757,103.79641
730601,601,1.43865,103.79652
730605,605,1.43719,103.79709
730604,604,1.43714,103.79637
530621,621,1.36992,103.88319
530419,419,1.37613,103.89483
530613,613,1.36949,103.88479
530658,658,1.37338,103.88239
530505,505,1.37306,103.88766
530506,506,1.37277,103.88762
544324,324,1.39284,103.89135
640425,425,1.35085,103.72444
640437,437,1.35157,103.72396
640442,442,1.35152,103.7195
640436,436,1.35209,103.72286
640438,438,1.35141,103.7236
640428,428,1.3516,103.72529
64048,485,1.34835,103.72724
64049,490,1.34959,103.72724
640720,720,1.34435,103.6975
680282,282,1.38025,103.74321
680278,278,1.38009,103.74347
680292,292,1.37816,103.73981
680401,401,1.37969,103.73976
680412,412,1.38181,103.74238
680469,469,1.37779,103.73738
680411,411,1.38106,103.74126
730205,205,1.44495,103.77348
730204,204,1.44422,103.77403
730203,203,1.44378,103.77442
730202,202,1.44315,103.77516
730201,201,1.4427,103.77544
730025,25,1.44194,103.77205
730026,26,1.44196,103.77322
730023,23,1.44154,103.7733
640928,928,1.34092,103.68924
520862,862,1.35468,103.9365
520877,877,1.35252,103.93155
520871,871,1.3544,103.9327
540193,193,1.39363,103.90178
540193,193,1.39363,103.90178
540193,193,1.39363,103.90178
540194,194,1.39261,103.90159
540195,195,1.39282,103.9024
270028,28,1.30884,103.78493
460022,22,1.32283,103.93285
462026,26,1.32334,103.93421
462027,27,1.32408,103.9347
460028,28,1.32371,103.93499
460004,4,1.32249,103.93341
464029,29,1.32396,103.93634
461030,30,1.32353,103.93642
730602,602,1.43822,103.79639
730553,553,1.43161,103.79507
730551,551,1.43315,103.79521
670116,116,1.37717,103.76862
670124,124,1.37684,103.77111
670225,225,1.37554,103.77255
670226,226,1.37524,103.77237
670231,231,1.37603,103.77278
670224,224,1.37592,103.773
670122,122,1.37764,103.76998
670222,222,1.37521,103.7741
670201,201,1.37184,103.77522
151075,75,1.28805,103.81528
541120,120,1.38593,103.90398
540121,121,1.38701,103.90479
544119,119,1.38531,103.90361
520301,301,1.35336,103.95548
520337,337,1.35239,103.95988
570249,249,1.36124,103.84377
570253,253,1.36226,103.84308
570254,254,1.36192,103.843
570248,248,1.3614,103.84328
570255,255,1.36167,103.84274
570256,256,1.36132,103.84268
570247,247,1.36108,103.84314
570246,246,1.36067,103.84335
570026,26,1.3558,103.84055
541333,333,1.39468,103.89087
542333,333,1.39458,103.89143
543333,333,1.39442,103.89177
510754,754,1.37719,103.93408
510720,720,1.38179,103.93641
640929,929,1.34129,103.68927
640932,932,1.34175,103.68866
640974,974,1.33965,103.69327
642986,986,1.33717,103.69553
643989,989,1.3358,103.69515
643990,990,1.3356,103.69449
643987,987,1.33662,103.69509
640978,978,1.34054,103.69408
510632,632,1.37864,103.93985
510630,630,1.37838,103.9411
510631,631,1.37889,103.94014
510629,629,1.37901,103.94057
510645,645,1.37842,103.93779
510651,651,1.3791,103.93829
510642,642,1.37756,103.93841
510706,706,1.38077,103.93815
510132,132,1.36623,103.95609
530675,675,1.37189,103.88436
530677,677,1.37118,103.88425
530944,944,1.37429,103.88043
530937,937,1.37474,103.8793
530946,946,1.37465,103.88122
530940,940,1.37348,103.87978
530936,936,1.37457,103.87988
530943,943,1.37387,103.88056
530939,939,1.37396,103.8797
530941,941,1.37356,103.87918
530945,945,1.37422,103.88102
530942,942,1.37329,103.88041
530372,372,1.36299,103.89046
360011,11,1.33501,103.88071
360019,19,1.33465,103.88099
550101,101,1.37104,103.87036
550125,125,1.36645,103.87211
550119,119,1.36748,103.87149
551152,152,1.36979,103.87274
550110,110,1.36939,103.87141
550106,106,1.37024,103.87082
551153,153,1.36965,103.87195
550117,117,1.36797,103.87086
550123,123,1.36696,103.87259
550154,154,1.37013,103.87312
550121,121,1.36694,103.87128
751341,341,1.44758,103.81861
751340,340,1.44753,103.81789
640638,638,1.34159,103.69702
642652,652,1.33664,103.69799
641607,607,1.33828,103.69993
510506,506,1.37699,103.94485
510518,518,1.37439,103.9446
820299,299,1.40271,103.90531
822165,165,1.39513,103.91447
820186,186,1.39856,103.9111
822601,601,1.40215,103.90783
823303,303,1.40405,103.9053
822303,303,1.40392,103.90553
823196,196,1.39928,103.9075
821199,199,1.39977,103.906
821106,106,1.3966,103.90834
182269,269,1.30036,103.85347
183269,269,1.30074,103.85356
210681,681,1.31372,103.85527
151013,13,1.28542,103.81695
521862,862,1.35506,103.93651
510649,649,1.37844,103.93831
510704,704,1.38078,103.93728
550331,331,1.34965,103.87021
550241,241,1.35288,103.87024
550327,327,1.3506,103.86851
550212,212,1.3568,103.87305
550112,112,1.3692,103.87159
550142,142,1.36739,103.87364
750324,324,1.44457,103.81785
752341,341,1.44798,103.81851
750320,320,1.44644,103.81886
750319,319,1.44625,103.81925
750321,321,1.44608,103.81852
670484,484,1.3884,103.77188
670481,481,1.38946,103.77223
670468,468,1.38748,103.77347
360012,12,1.33585,103.87893
360015,15,1.3355,103.88023
520111,111,1.34241,103.9495
520131,131,1.34551,103.95395
520106,106,1.34189,103.95083
520110,110,1.34275,103.9502
520101,101,1.34071,103.95127
520464,464,1.35979,103.95517
520467,467,1.35997,103.95467
520463,463,1.35924,103.95464
520462,462,1.35901,103.95511
730311,311,1.43046,103.77617
730304,304,1.42989,103.77385
730318,318,1.43186,103.77706
730317,317,1.4319,103.77627
730302,302,1.43151,103.77443
640632,632,1.34396,103.69982
640607,607,1.33797,103.6997
640626,626,1.34185,103.69852
640634,634,1.34309,103.69887
640608,608,1.33797,103.70017
211671,671,1.30882,103.85207
212672,672,1.30904,103.85285
160009,9,1.28767,103.83886
63002,2,1.28858,103.83961
162008,8,1.28738,103.83941
61003,3,1.28819,103.83939
162010,10,1.28697,103.83908
543259,259,1.39339,103.89808
541258,258,1.39293,103.89692
642987,987,1.33659,103.69477
642990,990,1.33528,103.69478
540105,105,1.38216,103.90071
540101,101,1.38276,103.89927
540102,102,1.38181,103.90089
540103,103,1.38291,103.90121
540104,104,1.38263,103.90093
540113,113,1.38383,103.90168
550427,427,1.34779,103.8752
550205,205,1.35278,103.87345
550424,424,1.34815,103.87559
550202,202,1.3516,103.87375
550423,423,1.3485,103.87557
550210,210,1.35493,103.87364
550414,414,1.34881,103.87441
550415,415,1.3498,103.8745
550416,416,1.35021,103.87482
522299,299,1.34949,103.95412
670470,470,1.38842,103.77326
670478,478,1.38953,103.77287
670467,467,1.38698,103.77379
160063,63,1.28388,103.83352
160069,69,1.28415,103.83279
520114,114,1.34385,103.95044
520112,112,1.34311,103.94956
520138,138,1.34722,103.9569
520122,122,1.34557,103.9525
542259,259,1.39387,103.89751
440008,8,1.30436,103.91611
440006,6,1.30379,103.9165
440007,7,1.3041,103.91728
440005,5,1.30456,103.91723
440003,3,1.30411,103.91773
440002,2,1.30447,103.91817
821205,205,1.39852,103.90211
824173,173,1.39601,103.91076
824101,101,1.39848,103.90614
670477,477,1.38924,103.77306
670476,476,1.38889,103.77291
670483,483,1.3888,103.77213
670474,474,1.38863,103.77239
670471,471,1.38829,103.77289
670479,479,1.38965,103.77271
521168,168,1.34274,103.95898
523167,167,1.343,103.95941
521167,167,1.34357,103.9594
523168,168,1.34248,103.95854
520156,156,1.34515,103.95872
570024,24,1.35519,103.83634
570023,23,1.35435,103.83582
520116,116,1.34358,103.95113
640636,636,1.34225,103.69787
644663,663,1.33884,103.70234
643663,663,1.33805,103.70243
641658,658,1.33685,103.70104
820115,115,1.39513,103.90726
823107,107,1.39662,103.9076
821614,614,1.40358,103.90926
820112,112,1.39625,103.90709
821103,103,1.39826,103.90475
821176,176,1.399,103.90815
271007,7,1.31113,103.78756
270016,16,1.30941,103.78809
270013,13,1.30971,103.7891
270007,7,1.31129,103.78723
270014,14,1.30885,103.78915
